,ID_Pedido,Data,Loja,Produto,Preco_Unitario,Qtd,Cliente,Gerente,Meta_Mensal,Faturamento,Ano_Mes
29446,29447,2023-01-09,Salvador,Cabo HDMI,40.0,3,Cliente_29785,Ana,52000.0,120.0,2023-01
29447,29448,2024-07-06,Curitiba,Notebook Dell,3500.0,2,Cliente_7474,Roberto,45000.0,7000.0,2024-07
29448,29449,2023-01-26,Curitiba,"Monitor 27""",1200.0,3,Cliente_10984,Roberto,45000.0,3600.0,2023-01
29449,29450,2024-12-03,Porto Alegre,Cabo HDMI,40.0,1,Cliente_14602,Pedro,42000.0,40.0,2024-12
29450,29451,2023-06-05,Belo Horizonte,"Monitor 27""",1200.0,1,Cliente_8557,Juliana,55000.0,1200.0,2023-06
29451,29452,2024-07-18,Rio De Janeiro,iPhone 14,5500.0,1,Cliente_9670,Fernanda,60000.0,5500.0,2024-07
29452,29453,2023-03-13,Curitiba,Teclado Mecânico,250.0,1,Cliente_19785,Roberto,45000.0,250.0,2023-03
29453,29454,2023-03-16,Belo Horizonte,Notebook Dell,3500.0,1,Cliente_953,Juliana,55000.0,3500.0,2023-03
29454,29455,2024-12-15,Porto Alegre,Notebook HP,3200.0,1,Cliente_9643,Pedro,42000.0,3200.0,2024-12
29455,29456,2024-01-09,Porto Alegre,Mouse Gamer,120.0,2,Cliente_13983,Pedro,42000.0,240.0,2024-01
29456,29457,2024-11-01,São Paulo,Notebook HP,3200.0,1,Cliente_18271,Carlos,50000.0,3200.0,2024-11
29457,29458,2024-05-12,Rio De Janeiro,Smartphone Samsung,2200.0,1,Cliente_22230,Fernanda,60000.0,2200.0,2024-05
29458,29459,2023-05-01,Salvador,Teclado Mecânico,250.0,2,Cliente_28310,Ana,52000.0,500.0,2023-05
29459,29460,2024-12-17,São Paulo,Notebook HP,3200.0,1,Cliente_17846,Carlos,50000.0,3200.0,2024-12
29460,29461,2023-10-26,Belo Horizonte,"Monitor 27""",1200.0,2,Cliente_16569,Juliana,55000.0,2400.0,2023-10
29461,29462,2024-10-17,Porto Alegre,Notebook HP,3200.0,1,Cliente_24042,Pedro,42000.0,3200.0,2024-10
29462,29463,2024-12-15,Recife,Cabo HDMI,40.0,1,Cliente_5576,Marcos,48000.0,40.0,2024-12
29463,29464,2024-05-04,Porto Alegre,"Monitor 27""",1200.0,1,Cliente_16811,Pedro,42000.0,1200.0,2024-05
29464,29465,2024-04-30,Rio De Janeiro,"Monitor 27""",1200.0,1,Cliente_21857,Fernanda,60000.0,1200.0,2024-04
29465,29466,2024-02-21,Recife,Notebook Dell,3500.0,1,Cliente_145,Marcos,48000.0,3500.0,2024-02
29466,29467,2023-09-02,Belo Horizonte,Notebook HP,3200.0,1,Cliente_6663,Juliana,55000.0,3200.0,2023-09
29467,29468,2024-04-27,Rio De Janeiro,Notebook Dell,3500.0,2,Cliente_17775,Fernanda,60000.0,7000.0,2024-04
29468,29469,2024-02-06,Curitiba,Mouse Gamer,120.0,1,Cliente_27939,Roberto,45000.0,120.0,2024-02
29469,29470,2024-11-01,Belo Horizonte,Mouse Gamer,120.0,1,Cliente_4253,Juliana,55000.0,120.0,2024-11
29470,29471,2023-09-01,Porto Alegre,Teclado Mecânico,250.0,1,Cliente_13945,Pedro,42000.0,250.0,2023-09
29471,29472,2024-11-01,Belo Horizonte,"Monitor 27""",1200.0,1,Cliente_18262,Juliana,55000.0,1200.0,2024-11
29472,29473,2024-01-30,São Paulo,Cabo HDMI,40.0,5,Cliente_20485,Carlos,50000.0,200.0,2024-01
29473,29474,2024-09-05,Recife,Cabo HDMI,40.0,2,Cliente_11799,Marcos,48000.0,80.0,2024-09
29474,29475,2024-12-11,Porto Alegre,Mouse Gamer,120.0,1,Cliente_15894,Pedro,42000.0,120.0,2024-12
29475,29476,2023-04-12,Salvador,Teclado Mecânico,250.0,1,Cliente_13737,Ana,52000.0,250.0,2023-04
29476,29477,2023-09-12,Porto Alegre,Notebook HP,3200.0,1,Cliente_12287,Pedro,42000.0,3200.0,2023-09
29477,29478,2023-01-19,Rio De Janeiro,Teclado Mecânico,250.0,1,Cliente_27484,Fernanda,60000.0,250.0,2023-01
29478,29479,2023-01-26,Porto Alegre,Teclado Mecânico,250.0,1,Cliente_9940,Pedro,42000.0,250.0,2023-01
29479,29480,2024-06-15,Rio De Janeiro,Notebook HP,3200.0,1,Cliente_26897,Fernanda,60000.0,3200.0,2024-06
29480,29481,2023-05-11,Curitiba,Notebook Dell,3500.0,3,Cliente_887,Roberto,45000.0,10500.0,2023-05
29481,29482,2024-04-01,Rio De Janeiro,Notebook Dell,3500.0,1,Cliente_637,Fernanda,60000.0,3500.0,2024-04
29482,29483,2024-04-11,Curitiba,"Monitor 27""",1200.0,1,Cliente_22053,Roberto,45000.0,1200.0,2024-04
29483,29484,2024-07-19,Rio De Janeiro,Cabo HDMI,40.0,1,Cliente_21841,Fernanda,60000.0,40.0,2024-07
29484,29485,2024-05-21,Salvador,"Monitor 27""",1200.0,2,Cliente_17347,Ana,52000.0,2400.0,2024-05
29485,29486,2023-02-25,Porto Alegre,Notebook HP,3200.0,1,Cliente_18924,Pedro,42000.0,3200.0,2023-02
29486,29487,2024-05-30,São Paulo,Notebook HP,3200.0,3,Cliente_15687,Carlos,50000.0,9600.0,2024-05
29487,29488,2024-01-22,Porto Alegre,iPhone 14,5500.0,2,Cliente_26162,Pedro,42000.0,11000.0,2024-01
29488,29489,2023-08-06,Belo Horizonte,iPhone 14,5500.0,1,Cliente_13346,Juliana,55000.0,5500.0,2023-08
29489,29490,2023-05-10,Rio De Janeiro,Smartphone Samsung,2200.0,5,Cliente_9983,Fernanda,60000.0,11000.0,2023-05
29490,29491,2024-03-07,Belo Horizonte,Cabo HDMI,40.0,2,Cliente_20493,Juliana,55000.0,80.0,2024-03
29491,29492,2024-04-14,Recife,Mouse Gamer,120.0,1,Cliente_10044,Marcos,48000.0,120.0,2024-04
29492,29493,2024-06-01,Belo Horizonte,"Monitor 27""",1200.0,1,Cliente_17227,Juliana,55000.0,1200.0,2024-06
29493,29494,2024-05-03,Recife,Teclado Mecânico,250.0,1,Cliente_12631,Marcos,48000.0,250.0,2024-05
29494,29495,2023-06-15,Rio De Janeiro,Mouse Gamer,120.0,1,Cliente_711,Fernanda,60000.0,120.0,2023-06
29495,29496,2023-05-13,Salvador,Smartphone Samsung,2200.0,2,Cliente_29698,Ana,52000.0,4400.0,2023-05
29496,29497,2023-08-31,São Paulo,Mouse Gamer,120.0,3,Cliente_1952,Carlos,50000.0,360.0,2023-08
29497,29498,2024-03-11,São Paulo,Cabo HDMI,40.0,10,Cliente_13064,Carlos,50000.0,400.0,2024-03
29498,29499,2023-04-18,Belo Horizonte,Cabo HDMI,40.0,1,Cliente_28284,Juliana,55000.0,40.0,2023-04
29499,29500,2023-04-13,São Paulo,Cabo HDMI,40.0,2,Cliente_4389,Carlos,50000.0,80.0,2023-04
29500,29501,2024-07-17,Recife,Smartphone Samsung,2200.0,3,Cliente_17700,Marcos,48000.0,6600.0,2024-07
29501,29502,2023-03-25,São Paulo,Notebook Dell,3500.0,1,Cliente_13777,Carlos,50000.0,3500.0,2023-03
29502,29503,2024-10-17,São Paulo,Teclado Mecânico,250.0,2,Cliente_2479,Carlos,50000.0,500.0,2024-10
29503,29504,2023-01-14,Porto Alegre,Cabo HDMI,40.0,1,Cliente_1502,Pedro,42000.0,40.0,2023-01
29504,29505,2024-05-01,Porto Alegre,Notebook Dell,3500.0,5,Cliente_22595,Pedro,42000.0,17500.0,2024-05
29505,29506,2024-09-06,São Paulo,Cabo HDMI,40.0,1,Cliente_29118,Carlos,50000.0,40.0,2024-09
29506,29507,2024-01-13,Curitiba,iPhone 14,5500.0,1,Cliente_9310,Roberto,45000.0,5500.0,2024-01
29507,29508,2024-07-08,Curitiba,Smartphone Samsung,2200.0,2,Cliente_11742,Roberto,45000.0,4400.0,2024-07
29508,29509,2024-09-27,Belo Horizonte,Mouse Gamer,120.0,1,Cliente_7322,Juliana,55000.0,120.0,2024-09
29509,29510,2023-04-25,Salvador,iPhone 14,5500.0,1,Cliente_7249,Ana,52000.0,5500.0,2023-04
29510,29511,2023-11-18,Porto Alegre,Teclado Mecânico,250.0,1,Cliente_10241,Pedro,42000.0,250.0,2023-11
29511,29512,2024-07-30,Rio De Janeiro,Cabo HDMI,40.0,1,Cliente_29215,Fernanda,60000.0,40.0,2024-07
29512,29513,2024-01-05,Porto Alegre,Teclado Mecânico,250.0,1,Cliente_14674,Pedro,42000.0,250.0,2024-01
29513,29514,2023-04-24,Rio De Janeiro,"Monitor 27""",1200.0,1,Cliente_19141,Fernanda,60000.0,1200.0,2023-04
29514,29515,2024-05-22,Recife,Cabo HDMI,40.0,1,Cliente_18546,Marcos,48000.0,40.0,2024-05
29515,29516,2023-04-18,Recife,Notebook HP,3200.0,3,Cliente_18618,Marcos,48000.0,9600.0,2023-04
29516,29517,2024-02-22,Belo Horizonte,Notebook Dell,3500.0,1,Cliente_23853,Juliana,55000.0,3500.0,2024-02
29517,29518,2023-11-08,Salvador,"Monitor 27""",1200.0,1,Cliente_20497,Ana,52000.0,1200.0,2023-11
29518,29519,2024-08-10,Curitiba,Mouse Gamer,120.0,1,Cliente_18648,Roberto,45000.0,120.0,2024-08
29519,29520,2023-01-26,São Paulo,"Monitor 27""",1200.0,2,Cliente_8136,Carlos,50000.0,2400.0,2023-01
29520,29521,2023-10-31,Curitiba,Mouse Gamer,120.0,1,Cliente_6317,Roberto,45000.0,120.0,2023-10
29521,29522,2023-11-14,Porto Alegre,Notebook Dell,3500.0,1,Cliente_10901,Pedro,42000.0,3500.0,2023-11
29522,29523,2023-05-26,Curitiba,Notebook Dell,3500.0,1,Cliente_29265,Roberto,45000.0,3500.0,2023-05
29523,29524,2023-09-21,Porto Alegre,Teclado Mecânico,250.0,3,Cliente_2616,Pedro,42000.0,750.0,2023-09
29524,29525,2023-11-03,Belo Horizonte,Teclado Mecânico,250.0,1,Cliente_3455,Juliana,55000.0,250.0,2023-11
29525,29526,2023-09-06,Curitiba,Smartphone Samsung,2200.0,1,Cliente_302,Roberto,45000.0,2200.0,2023-09
29526,29527,2023-04-17,Rio De Janeiro,iPhone 14,5500.0,1,Cliente_5940,Fernanda,60000.0,5500.0,2023-04
29527,29528,2024-01-10,Curitiba,Teclado Mecânico,250.0,2,Cliente_4020,Roberto,45000.0,500.0,2024-01
29528,29529,2024-06-04,Rio De Janeiro,"Monitor 27""",1200.0,2,Cliente_17332,Fernanda,60000.0,2400.0,2024-06
29529,29530,2024-08-30,Recife,Smartphone Samsung,2200.0,1,Cliente_11346,Marcos,48000.0,2200.0,2024-08
29530,29531,2023-03-15,Recife,Mouse Gamer,120.0,10,Cliente_14882,Marcos,48000.0,1200.0,2023-03
29531,29532,2024-02-24,Porto Alegre,Smartphone Samsung,2200.0,1,Cliente_6026,Pedro,42000.0,2200.0,2024-02
29532,29533,2023-03-01,Belo Horizonte,"Monitor 27""",1200.0,3,Cliente_21025,Juliana,55000.0,3600.0,2023-03
29533,29534,2023-04-25,São Paulo,Teclado Mecânico,250.0,2,Cliente_23059,Carlos,50000.0,500.0,2023-04
29534,29535,2024-09-17,Curitiba,Cabo HDMI,40.0,1,Cliente_4433,Roberto,45000.0,40.0,2024-09
29535,29536,2024-01-06,São Paulo,Mouse Gamer,120.0,2,Cliente_13480,Carlos,50000.0,240.0,2024-01
29536,29537,2024-07-11,Rio De Janeiro,"Monitor 27""",1200.0,1,Cliente_2386,Fernanda,60000.0,1200.0,2024-07
29537,29538,2023-12-11,São Paulo,Notebook HP,3200.0,1,Cliente_13600,Carlos,50000.0,3200.0,2023-12
29538,29539,2024-08-24,Curitiba,Teclado Mecânico,250.0,1,Cliente_13817,Roberto,45000.0,250.0,2024-08
29539,29540,2024-08-10,Porto Alegre,iPhone 14,5500.0,1,Cliente_8208,Pedro,42000.0,5500.0,2024-08
29540,29541,2024-05-23,São Paulo,Mouse Gamer,120.0,2,Cliente_1665,Carlos,50000.0,240.0,2024-05
29541,29542,2024-06-30,Online,"Monitor 27""",1200.0,1,Cliente_109,Sem Gerente (E-commerce),0.0,1200.0,2024-06
29542,29543,2024-11-14,São Paulo,Teclado Mecânico,250.0,1,Cliente_22232,Carlos,50000.0,250.0,2024-11
29543,29544,2024-03-08,Belo Horizonte,Notebook Dell,3500.0,3,Cliente_14093,Juliana,55000.0,10500.0,2024-03
29544,29545,2024-06-19,Salvador,Notebook HP,3200.0,1,Cliente_12643,Ana,52000.0,3200.0,2024-06
29545,29546,2023-05-24,São Paulo,Mouse Gamer,120.0,1,Cliente_5467,Carlos,50000.0,120.0,2023-05
29546,29547,2023-06-18,Curitiba,Mouse Gamer,120.0,1,Cliente_16740,Roberto,45000.0,120.0,2023-06
29547,29548,2024-07-09,Porto Alegre,iPhone 14,5500.0,1,Cliente_28919,Pedro,42000.0,5500.0,2024-07
29548,29549,2023-06-17,Curitiba,Teclado Mecânico,250.0,1,Cliente_10730,Roberto,45000.0,250.0,2023-06
29549,29550,2024-09-06,São Paulo,Notebook Dell,3500.0,1,Cliente_24969,Carlos,50000.0,3500.0,2024-09
29550,29551,2023-12-22,Belo Horizonte,Teclado Mecânico,250.0,1,Cliente_23723,Juliana,55000.0,250.0,2023-12
29551,29552,2023-01-13,Rio De Janeiro,Notebook Dell,3500.0,2,Cliente_17711,Fernanda,60000.0,7000.0,2023-01
29552,29553,2023-12-20,São Paulo,iPhone 14,5500.0,1,Cliente_20615,Carlos,50000.0,5500.0,2023-12
29553,29554,2023-06-29,Belo Horizonte,Notebook HP,3200.0,1,Cliente_6340,Juliana,55000.0,3200.0,2023-06
29554,29555,2023-05-02,Recife,Mouse Gamer,120.0,1,Cliente_10478,Marcos,48000.0,120.0,2023-05
29555,29556,2023-05-03,Curitiba,Notebook Dell,3500.0,1,Cliente_25906,Roberto,45000.0,3500.0,2023-05
29556,29557,2023-09-10,Recife,Smartphone Samsung,2200.0,1,Cliente_17504,Marcos,48000.0,2200.0,2023-09
29557,29558,2024-01-26,Curitiba,iPhone 14,5500.0,1,Cliente_19846,Roberto,45000.0,5500.0,2024-01
29558,29559,2024-09-13,Rio De Janeiro,iPhone 14,5500.0,1,Cliente_3127,Fernanda,60000.0,5500.0,2024-09
29559,29560,2024-04-19,Porto Alegre,"Monitor 27""",1200.0,1,Cliente_12978,Pedro,42000.0,1200.0,2024-04
29560,29561,2023-09-13,Belo Horizonte,Notebook HP,3200.0,2,Cliente_26009,Juliana,55000.0,6400.0,2023-09
29561,29562,2023-02-01,Rio De Janeiro,Smartphone Samsung,2200.0,2,Cliente_20118,Fernanda,60000.0,4400.0,2023-02
29562,29563,2024-10-06,Recife,Smartphone Samsung,2200.0,1,Cliente_5123,Marcos,48000.0,2200.0,2024-10
29563,29564,2024-05-28,Belo Horizonte,"Monitor 27""",1200.0,1,Cliente_20764,Juliana,55000.0,1200.0,2024-05
29564,29565,2024-11-09,Salvador,Notebook Dell,3500.0,5,Cliente_29229,Ana,52000.0,17500.0,2024-11
29565,29566,2023-01-24,Recife,Notebook Dell,3500.0,1,Cliente_11517,Marcos,48000.0,3500.0,2023-01
29566,29567,2023-01-13,São Paulo,Cabo HDMI,40.0,1,Cliente_18935,Carlos,50000.0,40.0,2023-01
29567,29568,2023-03-27,Salvador,Cabo HDMI,40.0,1,Cliente_13180,Ana,52000.0,40.0,2023-03
29568,29569,2024-01-30,Recife,Smartphone Samsung,2200.0,1,Cliente_17120,Marcos,48000.0,2200.0,2024-01
29569,29570,2023-08-21,Rio De Janeiro,Notebook HP,3200.0,2,Cliente_25500,Fernanda,60000.0,6400.0,2023-08
29570,29571,2023-10-02,Salvador,Notebook Dell,3500.0,1,Cliente_23316,Ana,52000.0,3500.0,2023-10
29571,29572,2024-11-14,Rio De Janeiro,iPhone 14,5500.0,1,Cliente_26050,Fernanda,60000.0,5500.0,2024-11
29572,29573,2023-12-16,São Paulo,Teclado Mecânico,250.0,1,Cliente_13272,Carlos,50000.0,250.0,2023-12
29573,29574,2023-09-17,Belo Horizonte,"Monitor 27""",1200.0,1,Cliente_23890,Juliana,55000.0,1200.0,2023-09
29574,29575,2024-09-18,Recife,Notebook HP,3200.0,1,Cliente_24939,Marcos,48000.0,3200.0,2024-09
29575,29576,2024-11-23,Porto Alegre,Notebook Dell,3500.0,1,Cliente_21036,Pedro,42000.0,3500.0,2024-11
29576,29577,2023-01-28,Recife,Teclado Mecânico,250.0,1,Cliente_1588,Marcos,48000.0,250.0,2023-01
29577,29578,2024-07-14,Recife,Smartphone Samsung,2200.0,1,Cliente_20920,Marcos,48000.0,2200.0,2024-07
29578,29579,2023-11-20,Belo Horizonte,"Monitor 27""",1200.0,1,Cliente_25305,Juliana,55000.0,1200.0,2023-11
29579,29580,2024-06-21,Salvador,Notebook Dell,3500.0,1,Cliente_16372,Ana,52000.0,3500.0,2024-06
29580,29581,2024-08-26,Salvador,Smartphone Samsung,2200.0,1,Cliente_23440,Ana,52000.0,2200.0,2024-08
29581,29582,2023-05-01,Rio De Janeiro,Notebook Dell,3500.0,1,Cliente_3963,Fernanda,60000.0,3500.0,2023-05
29582,29583,2024-09-22,São Paulo,"Monitor 27""",1200.0,1,Cliente_27373,Carlos,50000.0,1200.0,2024-09
29583,29584,2024-11-25,Porto Alegre,iPhone 14,5500.0,2,Cliente_7799,Pedro,42000.0,11000.0,2024-11
29584,29585,2024-01-26,Belo Horizonte,Mouse Gamer,120.0,1,Cliente_17128,Juliana,55000.0,120.0,2024-01
29585,29586,2024-10-17,São Paulo,iPhone 14,5500.0,1,Cliente_20023,Carlos,50000.0,5500.0,2024-10
29586,29587,2023-06-25,Curitiba,Mouse Gamer,120.0,1,Cliente_25656,Roberto,45000.0,120.0,2023-06
29587,29588,2023-11-10,Salvador,Teclado Mecânico,250.0,1,Cliente_7574,Ana,52000.0,250.0,2023-11
29588,29589,2024-01-04,São Paulo,Smartphone Samsung,2200.0,1,Cliente_21818,Carlos,50000.0,2200.0,2024-01
29589,29590,2024-04-19,Salvador,Mouse Gamer,120.0,1,Cliente_16228,Ana,52000.0,120.0,2024-04
29590,29591,2023-06-15,Curitiba,iPhone 14,5500.0,2,Cliente_14930,Roberto,45000.0,11000.0,2023-06
29591,29592,2023-04-22,São Paulo,"Monitor 27""",1200.0,1,Cliente_9634,Carlos,50000.0,1200.0,2023-04
29592,29593,2023-09-26,Curitiba,Smartphone Samsung,2200.0,1,Cliente_1891,Roberto,45000.0,2200.0,2023-09
29593,29594,2024-07-19,Recife,Notebook Dell,3500.0,1,Cliente_35,Marcos,48000.0,3500.0,2024-07
29594,29595,2024-11-24,Porto Alegre,Mouse Gamer,120.0,1,Cliente_29280,Pedro,42000.0,120.0,2024-11
29595,29596,2024-07-02,Belo Horizonte,Cabo HDMI,40.0,3,Cliente_9236,Juliana,55000.0,120.0,2024-07
29596,29597,2023-07-11,Recife,Mouse Gamer,120.0,1,Cliente_6774,Marcos,48000.0,120.0,2023-07
29597,29598,2023-03-24,Rio De Janeiro,Notebook HP,3200.0,1,Cliente_26837,Fernanda,60000.0,3200.0,2023-03
29598,29599,2023-02-21,Belo Horizonte,Mouse Gamer,120.0,5,Cliente_27621,Juliana,55000.0,600.0,2023-02
29599,29600,2023-01-06,Recife,Mouse Gamer,120.0,1,Cliente_22219,Marcos,48000.0,120.0,2023-01
29600,29601,2023-09-02,São Paulo,Notebook Dell,3500.0,1,Cliente_7475,Carlos,50000.0,3500.0,2023-09
29601,29602,2024-01-11,Belo Horizonte,"Monitor 27""",1200.0,1,Cliente_12806,Juliana,55000.0,1200.0,2024-01
29602,29603,2024-10-13,São Paulo,Teclado Mecânico,250.0,1,Cliente_12021,Carlos,50000.0,250.0,2024-10
29603,29604,2024-10-12,Recife,Smartphone Samsung,2200.0,1,Cliente_22260,Marcos,48000.0,2200.0,2024-10
29604,29605,2023-10-29,Belo Horizonte,Notebook Dell,3500.0,2,Cliente_1608,Juliana,55000.0,7000.0,2023-10
29605,29606,2023-07-19,Recife,Smartphone Samsung,2200.0,1,Cliente_16757,Marcos,48000.0,2200.0,2023-07
29606,29607,2023-09-24,Rio De Janeiro,Cabo HDMI,40.0,1,Cliente_780,Fernanda,60000.0,40.0,2023-09
29607,29608,2024-06-05,Salvador,iPhone 14,5500.0,1,Cliente_17989,Ana,52000.0,5500.0,2024-06
29608,29609,2023-10-12,Recife,Notebook HP,3200.0,1,Cliente_5017,Marcos,48000.0,3200.0,2023-10
29609,29610,2023-05-05,Porto Alegre,Cabo HDMI,40.0,1,Cliente_27156,Pedro,42000.0,40.0,2023-05
29610,29611,2023-04-19,Rio De Janeiro,"Monitor 27""",1200.0,3,Cliente_21751,Fernanda,60000.0,3600.0,2023-04
29611,29612,2024-09-01,Recife,Notebook Dell,3500.0,2,Cliente_23232,Marcos,48000.0,7000.0,2024-09
29612,29613,2024-07-30,Belo Horizonte,Notebook HP,3200.0,1,Cliente_12659,Juliana,55000.0,3200.0,2024-07
29613,29614,2024-06-01,São Paulo,Mouse Gamer,120.0,1,Cliente_4188,Carlos,50000.0,120.0,2024-06
29614,29615,2024-07-10,Belo Horizonte,"Monitor 27""",1200.0,2,Cliente_8573,Juliana,55000.0,2400.0,2024-07
29615,29616,2024-11-22,Recife,Cabo HDMI,40.0,1,Cliente_9418,Marcos,48000.0,40.0,2024-11
29616,29617,2023-12-13,Porto Alegre,"Monitor 27""",1200.0,1,Cliente_18414,Pedro,42000.0,1200.0,2023-12
29617,29618,2024-06-29,Recife,Teclado Mecânico,250.0,2,Cliente_21014,Marcos,48000.0,500.0,2024-06
29618,29619,2024-03-05,Recife,Cabo HDMI,40.0,1,Cliente_19119,Marcos,48000.0,40.0,2024-03
29619,29620,2024-09-15,Curitiba,Cabo HDMI,40.0,1,Cliente_9836,Roberto,45000.0,40.0,2024-09
29620,29621,2023-06-16,Rio De Janeiro,iPhone 14,5500.0,1,Cliente_8205,Fernanda,60000.0,5500.0,2023-06
29621,29622,2023-01-18,São Paulo,Teclado Mecânico,250.0,2,Cliente_6951,Carlos,50000.0,500.0,2023-01
29622,29623,2024-02-02,Rio De Janeiro,Teclado Mecânico,250.0,1,Cliente_8099,Fernanda,60000.0,250.0,2024-02
29623,29624,2023-06-09,Recife,Smartphone Samsung,2200.0,1,Cliente_20572,Marcos,48000.0,2200.0,2023-06
29624,29625,2023-04-20,Recife,Smartphone Samsung,2200.0,1,Cliente_12593,Marcos,48000.0,2200.0,2023-04
29625,29626,2023-06-01,Rio De Janeiro,Mouse Gamer,120.0,1,Cliente_1086,Fernanda,60000.0,120.0,2023-06
29626,29627,2024-02-17,Rio De Janeiro,Notebook HP,3200.0,5,Cliente_26994,Fernanda,60000.0,16000.0,2024-02
29627,29628,2024-06-05,Porto Alegre,iPhone 14,5500.0,1,Cliente_23001,Pedro,42000.0,5500.0,2024-06
29628,29629,2023-03-29,Rio De Janeiro,Cabo HDMI,40.0,2,Cliente_13034,Fernanda,60000.0,80.0,2023-03
29629,29630,2024-07-24,Curitiba,"Monitor 27""",1200.0,1,Cliente_10476,Roberto,45000.0,1200.0,2024-07
29630,29631,2024-10-23,Rio De Janeiro,Mouse Gamer,120.0,1,Cliente_3723,Fernanda,60000.0,120.0,2024-10
29631,29632,2023-03-19,Recife,iPhone 14,5500.0,1,Cliente_20880,Marcos,48000.0,5500.0,2023-03
29632,29633,2024-05-28,São Paulo,iPhone 14,5500.0,1,Cliente_21217,Carlos,50000.0,5500.0,2024-05
29633,29634,2023-12-08,Belo Horizonte,Cabo HDMI,40.0,2,Cliente_15017,Juliana,55000.0,80.0,2023-12
29634,29635,2023-01-24,Porto Alegre,Cabo HDMI,40.0,1,Cliente_28496,Pedro,42000.0,40.0,2023-01
29635,29636,2023-05-26,Rio De Janeiro,Notebook HP,3200.0,1,Cliente_22414,Fernanda,60000.0,3200.0,2023-05
29636,29637,2023-06-30,Rio De Janeiro,Smartphone Samsung,2200.0,1,Cliente_27923,Fernanda,60000.0,2200.0,2023-06
29637,29638,2023-03-04,Rio De Janeiro,Cabo HDMI,40.0,2,Cliente_15870,Fernanda,60000.0,80.0,2023-03
29638,29639,2023-04-26,Porto Alegre,iPhone 14,5500.0,1,Cliente_27153,Pedro,42000.0,5500.0,2023-04
29639,29640,2024-04-29,São Paulo,iPhone 14,5500.0,1,Cliente_17943,Carlos,50000.0,5500.0,2024-04
29640,29641,2024-04-11,Salvador,iPhone 14,5500.0,1,Cliente_22318,Ana,52000.0,5500.0,2024-04
29641,29642,2024-02-24,Rio De Janeiro,Notebook Dell,3500.0,1,Cliente_5732,Fernanda,60000.0,3500.0,2024-02
29642,29643,2023-09-26,Rio De Janeiro,iPhone 14,5500.0,1,Cliente_10551,Fernanda,60000.0,5500.0,2023-09
29643,29644,2023-09-28,Porto Alegre,iPhone 14,5500.0,2,Cliente_28317,Pedro,42000.0,11000.0,2023-09
29644,29645,2023-11-04,Rio De Janeiro,Cabo HDMI,40.0,3,Cliente_7281,Fernanda,60000.0,120.0,2023-11
29645,29646,2024-08-24,Salvador,"Monitor 27""",1200.0,1,Cliente_28757,Ana,52000.0,1200.0,2024-08
29646,29647,2023-04-27,Salvador,Teclado Mecânico,250.0,3,Cliente_5421,Ana,52000.0,750.0,2023-04
29647,29648,2024-02-21,São Paulo,Notebook Dell,3500.0,2,Cliente_8212,Carlos,50000.0,7000.0,2024-02
29648,29649,2024-03-26,Belo Horizonte,iPhone 14,5500.0,1,Cliente_12396,Juliana,55000.0,5500.0,2024-03
29649,29650,2024-09-10,Porto Alegre,Teclado Mecânico,250.0,5,Cliente_3930,Pedro,42000.0,1250.0,2024-09
29650,29651,2024-11-10,Porto Alegre,iPhone 14,5500.0,1,Cliente_3036,Pedro,42000.0,5500.0,2024-11
29651,29652,2023-05-03,Recife,Notebook HP,3200.0,2,Cliente_5193,Marcos,48000.0,6400.0,2023-05
29652,29653,2024-06-04,São Paulo,Cabo HDMI,40.0,1,Cliente_7685,Carlos,50000.0,40.0,2024-06
29653,29654,2023-01-15,Online,Cabo HDMI,40.0,2,Cliente_27120,Sem Gerente (E-commerce),0.0,80.0,2023-01
29654,29655,2024-09-22,Curitiba,Notebook HP,3200.0,1,Cliente_6494,Roberto,45000.0,3200.0,2024-09
29655,29656,2023-03-30,São Paulo,Teclado Mecânico,250.0,1,Cliente_19501,Carlos,50000.0,250.0,2023-03
29656,29657,2024-12-03,Rio De Janeiro,Cabo HDMI,40.0,1,Cliente_1998,Fernanda,60000.0,40.0,2024-12
29657,29658,2024-09-09,Porto Alegre,Notebook Dell,3500.0,1,Cliente_9461,Pedro,42000.0,3500.0,2024-09
29658,29659,2024-11-19,Rio De Janeiro,"Monitor 27""",1200.0,1,Cliente_9760,Fernanda,60000.0,1200.0,2024-11
29659,29660,2023-06-16,Recife,Notebook Dell,3500.0,1,Cliente_13512,Marcos,48000.0,3500.0,2023-06
29660,29661,2024-02-28,São Paulo,Notebook Dell,3500.0,1,Cliente_8737,Carlos,50000.0,3500.0,2024-02
29661,29662,2024-06-26,São Paulo,Notebook HP,3200.0,1,Cliente_23417,Carlos,50000.0,3200.0,2024-06
29662,29663,2023-03-31,Porto Alegre,Notebook HP,3200.0,2,Cliente_2417,Pedro,42000.0,6400.0,2023-03
29663,29664,2024-03-07,Recife,"Monitor 27""",1200.0,1,Cliente_20554,Marcos,48000.0,1200.0,2024-03
29664,29665,2023-08-11,Porto Alegre,Mouse Gamer,120.0,2,Cliente_10554,Pedro,42000.0,240.0,2023-08
29665,29666,2024-11-17,Curitiba,Mouse Gamer,120.0,1,Cliente_13377,Roberto,45000.0,120.0,2024-11
29666,29667,2023-10-28,Salvador,Mouse Gamer,120.0,3,Cliente_14724,Ana,52000.0,360.0,2023-10
